Asunto,Género,Edad,Rango-Edad,Escolaridad,Ocupación,Pertenencia étnica,Discapacidad,Orientación sexual,Identidad de género,Desplazado,Estado civil,Factor vulnerabilidad,Fecha del hecho,Mes,Día,Hora (MM:MM),Rango-hora,DEPARTAMENTO,Municipio,Barrio/vereda,Comuna/corregimiento,Zona del hecho,Circunstancia,Contexto hecho,Mecanismo múltiple,Objeto vulnerante,Presunto agresor
Sin dato,Femenino,15,15-17,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,19/06/2018,junio,martes,13:00:00,12:00- 17:59,HUILA,NEIVA,JOSE MARIA CARBONELL,Comuna 9,Cabecera municipal,Sin dato,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Masculino,17,15-17,Bachillerato,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Casado (a),Sin dato,19/06/2018,junio,martes,17:30:00,12:00- 17:59,HUILA,NEIVA,CAMBULOS,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Otro
Sin dato,Masculino,38,36-40,Bachillerato sin terminar,Oficios varios,Sin dato,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,19/06/2018,junio,martes,10:15:00,6:00 -11:59,HUILA,NEIVA,CAMPO NUNEZ,Comuna 3,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",No Identificado
Sin dato,Femenino,1,00-04,No aplica,No aplica,Sin dato,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,19/06/2018,junio,martes,10:20:00,6:00 -11:59,HUILA,NEIVA,QUIRINAL,Comuna 3,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,23,20-24,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Casado (a),Sin dato,19/06/2018,junio,martes,17:30:00,12:00- 17:59,HUILA,NEIVA,EFRAIN ROJAS TRUJILLO,Comuna 3,Cabecera municipal,Hurto,Violencia interpersonal,Abrasivo,Otro,No Identificado
Sin dato,Femenino,44,41-45,Bachillerato sin terminar,"Personal de servicios de restaurantes, alimentos y bebidas",Sin dato,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,19/06/2018,junio,martes,20:30:00,18:00 -23:59,HUILA,NEIVA,EL BOSQUE,Comuna 6,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",No Identificado
Sin dato,Masculino,33,31-35,Bachillerato sin terminar,Electrotécnicos,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,19/06/2018,junio,martes,13:35:00,12:00- 17:59,HUILA,NEIVA,JOSE MARIA CARBONELL,Comuna 9,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,No Identificado
Sin dato,Femenino,38,36-40,Bachillerato,Profesionales de la educación,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Casado (a),Sin dato,20/06/2018,junio,miércoles,12:30:00,12:00- 17:59,HUILA,NEIVA,ALAMOS NORTE,Comuna 2,Cabecera municipal,Hurto,Violencia interpersonal,Sin dato,,Vigilantes y celadores
Sin dato,Masculino,24,20-24,Bachillerato sin terminar,Reclusos en centro penitenciario,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,20/06/2018,junio,miércoles,10:00:00,6:00 -11:59,HUILA,NEIVA,EL BOSQUE,Comuna 6,Cabecera municipal,Ajuste de cuentas,Violencia interpersonal,Sin dato,Sin dato,Delincuencia común
Sin dato,Femenino,18,18-19,Bachillerato sin terminar,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,20/06/2018,junio,miércoles,12:30:00,12:00- 17:59,HUILA,NEIVA,SANTA ISABEL,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Masculino,19,18-19,Pregrado sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,20/06/2018,junio,miércoles,12:30:00,12:00- 17:59,HUILA,NEIVA,SANTA ISABEL,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Punzante,Arma blanca,No Identificado
Sin dato,Femenino,17,15-17,"Diplomados, cursos",Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,20/06/2018,junio,miércoles,10:00:00,6:00 -11:59,HUILA,NEIVA,NUEVA GRANADA,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Vecino
Sin dato,Masculino,28,25-30,Bachillerato sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,20/06/2018,junio,miércoles,11:00:00,6:00 -11:59,HUILA,NEIVA,NUEVA GRANADA,Comuna 8,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Herramientas",Policía
Sin dato,Masculino,38,36-40,Bachillerato,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,20/06/2018,junio,miércoles,21:00:00,18:00 -23:59,HUILA,NEIVA,ASENTAMIENTO DIVINO NIÑO,Comuna 8,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Femenino,30,25-30,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,21/06/2018,junio,jueves,11:30:00,6:00 -11:59,HUILA,NEIVA,LOS POTROS,Comuna 4,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Masculino,17,15-17,Básica primaria,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Separado (a),Sin dato,21/06/2018,junio,jueves,11:33:00,6:00 -11:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Delincuencia común
Sin dato,Masculino,34,31-35,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,21/06/2018,junio,jueves,12:20:00,12:00- 17:59,HUILA,NEIVA,LOS POTROS,Comuna 4,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,Otro,Policía
Sin dato,Masculino,26,25-30,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Casado (a),Sin dato,21/06/2018,junio,jueves,14:00:00,12:00- 17:59,HUILA,NEIVA,SEVILLA,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,27,25-30,Bachillerato,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,21/06/2018,junio,jueves,14:30:00,12:00- 17:59,HUILA,NEIVA,QUIRINAL,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Sin dato
Sin dato,Femenino,30,25-30,Bachillerato sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,21/06/2018,junio,jueves,22:00:00,18:00 -23:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Femenino,27,25-30,Técnica/Tecnológica,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Separado (a),Sin dato,21/06/2018,junio,jueves,22:00:00,18:00 -23:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,21,20-24,"Diplomados, cursos",Representantes comerciales y técnicos de ventas,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Casado (a),Sin dato,21/06/2018,junio,jueves,22:30:00,18:00 -23:59,HUILA,NEIVA,ALTICO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,No Identificado
Sin dato,Femenino,26,25-30,Pregrado sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,21/06/2018,junio,jueves,20:00:00,18:00 -23:59,HUILA,NEIVA,ASENTAMIENTO SAN ANTONIO BAJO,Comuna 5,Cabecera municipal,Hurto,Violencia interpersonal,Sin dato,Sin dato,Sin dato
Sin dato,Masculino,20,20-24,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,22/06/2018,junio,viernes,23:30:00,18:00 -23:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Embriaguez (Alcohólica y no alcohólica),Violencia interpersonal,Contundente,Otro,No Identificado
Sin dato,Femenino,28,25-30,Pregrado sin terminar,"Modelos de modas, arte y publicidad",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Separado (a),Sin dato,22/06/2018,junio,viernes,6:30:00,6:00 -11:59,HUILA,NEIVA,SAN MIGUEL ARCANGEL,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Femenino,27,25-30,Primaria sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,22/06/2018,junio,viernes,21:30:00,18:00 -23:59,HUILA,NEIVA,LA TOMA,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Femenino,41,41-45,Técnica/Tecnológica,Otras ocupaciones no clasificadas,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,22/06/2018,junio,viernes,21:30:00,18:00 -23:59,HUILA,NEIVA,LA TOMA,Comuna 3,Cabecera municipal,Ajuste de cuentas,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,59,56-60,Primaria sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,22/06/2018,junio,viernes,14:00:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,No Identificado
Sin dato,Masculino,22,20-24,Bachillerato,Auxiliares de la Policía Nacional,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,22/06/2018,junio,viernes,21:00:00,18:00 -23:59,HUILA,NEIVA,AVENIDA CIRCUNVALAR,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Punzante,Arma blanca,Amigo (a)
Sin dato,Masculino,21,20-24,Bachillerato,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,22/06/2018,junio,viernes,12:00:00,12:00- 17:59,HUILA,NEIVA,CANAIMA,Comuna 6,Cabecera municipal,Hurto,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,19,18-19,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,22/06/2018,junio,viernes,12:40:00,12:00- 17:59,HUILA,NEIVA,LUIS CARLOS GALAN,Comuna 9,Cabecera municipal,Hurto,Violencia interpersonal,Abrasivo,Otro,Delincuencia común
Sin dato,Femenino,31,31-35,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,23/06/2018,junio,sábado,13:45:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Hurto,Violencia interpersonal,Sin dato,,No Identificado
Sin dato,Masculino,57,56-60,Pregrado sin terminar,Representantes comerciales y técnicos de ventas,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,23/06/2018,junio,sábado,14:15:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,No Identificado
Sin dato,Femenino,24,20-24,Bachillerato sin terminar,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,23/06/2018,junio,sábado,16:00:00,12:00- 17:59,HUILA,NEIVA,EL OASIS,Comuna 10,Cabecera municipal,Ejercicio de actividades ilícitas,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Femenino,54,51-55,Bachillerato,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,23/06/2018,junio,sábado,19:00:00,18:00 -23:59,HUILA,NEIVA,BATALLÓN TENERIFE,Comuna 3,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Otro",No Identificado
Sin dato,Masculino,25,25-30,Bachillerato,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,23/06/2018,junio,sábado,21:30:00,18:00 -23:59,HUILA,NEIVA,LA TOMA,Comuna 3,Cabecera municipal,Ajuste de cuentas,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,20,20-24,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,23/06/2018,junio,sábado,13:30:00,12:00- 17:59,HUILA,NEIVA,PRIMERO DE MAYO,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Masculino,52,51-55,Pregrado sin terminar,"Médicos, profesionales en ciencias de la salud y afines",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,23/06/2018,junio,sábado,20:00:00,18:00 -23:59,HUILA,NEIVA,EL BOSQUE,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Femenino,22,20-24,Bachillerato sin terminar,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,23/06/2018,junio,sábado,17:00:00,12:00- 17:59,HUILA,NEIVA,VERSALLES,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Vecino
Sin dato,Femenino,42,41-45,Pregrado sin terminar,Otros trabajadores empleados sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,23/06/2018,junio,sábado,19:00:00,18:00 -23:59,HUILA,NEIVA,VILLA NAZARETH,Comuna 9,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Masculino,35,31-35,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,23/06/2018,junio,sábado,9:00:00,6:00 -11:59,HUILA,NEIVA,SIN DATO,NA,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,No Identificado
Sin dato,Femenino,20,20-24,Bachillerato sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,24/06/2018,junio,domingo,19:30:00,18:00 -23:59,HUILA,NEIVA,PANORAMA,Comuna 8,Cabecera municipal,Sin dato,Violencia interpersonal,Tóxico,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,18,18-19,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,24/06/2018,junio,domingo,17:00:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Hurto,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Femenino,33,31-35,Bachillerato,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,24/06/2018,junio,domingo,9:00:00,6:00 -11:59,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Masculino,20,20-24,Bachillerato sin terminar,Otras ocupaciones no clasificadas,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,24/06/2018,junio,domingo,9:20:00,6:00 -11:59,HUILA,NEIVA,TENERIFE,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Delincuencia común
Sin dato,Masculino,62,>61,Primaria sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,24/06/2018,junio,domingo,21:45:00,18:00 -23:59,HUILA,NEIVA,EFRAIN ROJAS TRUJILLO,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Lesiones,Masculino,26,25-30,Básica primaria,Ninguna,Sin dato,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,24/06/2018,junio,domingo,23:30:00,18:00 -23:59,HUILA,NEIVA,REINALDO MATIZ,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,24,20-24,Bachillerato sin terminar,Conductores de vehículos de motor,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,24/06/2018,junio,domingo,4:00:00,00:00 - 5:59,HUILA,NEIVA,FRONTERA DEL MILENIO,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Punzante,Arma blanca,Vecino
Sin dato,Masculino,30,25-30,Pregrado sin terminar,Operarios del procesamiento de alimentos y afines,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,24/06/2018,junio,domingo,22:40:00,18:00 -23:59,HUILA,NEIVA,SAN JORGE,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Femenino,16,15-17,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,24/06/2018,junio,domingo,18:30:00,18:00 -23:59,HUILA,NEIVA,LA FLORESTA,Comuna 7,Cabecera municipal,Riña,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Otro",Conocido
Sin dato,Masculino,13,10-14,Básica primaria,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,24/06/2018,junio,domingo,4:00:00,00:00 - 5:59,HUILA,NEIVA,LAS AMERICAS,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Punzante,Arma blanca,Vecino
Sin dato,Masculino,31,31-35,Técnica/Tecnológica,Otros trabajadores empleados sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,24/06/2018,junio,domingo,4:00:00,00:00 - 5:59,HUILA,NEIVA,LAS AMERICAS,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Contundente,"Otro
Arma blanca",Vecino
Sin dato,Masculino,25,25-30,Bachillerato sin terminar,Oficiales y operarios de la construcción,Sin dato,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,24/06/2018,junio,domingo,19:00:00,18:00 -23:59,HUILA,NEIVA,ASENTAMIENTO EL DORADO,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Vecino
Sin dato,Masculino,21,20-24,Bachillerato sin terminar,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,24/06/2018,junio,domingo,20:40:00,18:00 -23:59,HUILA,NEIVA,EL JARDÍN,Corregimiento Chapinero,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Elementos de aseo,Otro
Sin dato,Masculino,20,20-24,Pregrado sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,25/06/2018,junio,lunes,17:00:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Femenino,17,15-17,Pregrado sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,25/06/2018,junio,lunes,8:00:00,6:00 -11:59,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Femenino,27,25-30,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Casado (a),Sin dato,25/06/2018,junio,lunes,9:30:00,6:00 -11:59,HUILA,NEIVA,PRIMAVERA DE BUGANVILES,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Vecino
Sin dato,Masculino,58,56-60,Primaria sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,25/06/2018,junio,lunes,14:00:00,12:00- 17:59,HUILA,NEIVA,ANDESITOS,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Sin dato,Femenino,18,18-19,Bachillerato,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Casado (a),Sin dato,25/06/2018,junio,lunes,11:00:00,6:00 -11:59,HUILA,NEIVA,TENERIFE,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Otro
Sin dato,Masculino,28,25-30,Bachillerato,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,25/06/2018,junio,lunes,17:00:00,12:00- 17:59,HUILA,NEIVA,AVENIDA CIRCUNVALAR,Comuna 4,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Masculino,25,25-30,Bachillerato,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,25/06/2018,junio,lunes,17:00:00,12:00- 17:59,HUILA,NEIVA,SAN PEDRO,Comuna 4,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Delincuencia común
Sin dato,Masculino,20,20-24,Bachillerato sin terminar,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,29/06/2018,junio,viernes,16:15:00,12:00- 17:59,HUILA,NEIVA,CUARTO CENTENARIO,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Femenino,48,46-50,Primaria sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,25/06/2018,junio,lunes,18:00:00,18:00 -23:59,HUILA,NEIVA,AVENIDA CIRCUNVALAR,Comuna 4,Cabecera municipal,Hurto,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,46,46-50,Pregrado sin terminar,"Profesionales en organización, administración de empresas, análisis financiero y afines",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Casado (a),Sin dato,25/06/2018,junio,lunes,10:00:00,6:00 -11:59,HUILA,NEIVA,LOS BUGANVILES,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,26,25-30,Primaria sin terminar,Otros trabajadores empleados sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Separado (a),Sin dato,25/06/2018,junio,lunes,14:30:00,12:00- 17:59,HUILA,NEIVA,LAS AMERICAS,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Cortante,Arma blanca,Vecino
Sin dato,Masculino,25,25-30,Pregrado sin terminar,"Miembros del Poder Ejecutivo, de los cuerpos legislativos y personal directivo de la administración pública",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Separado (a),Sin dato,26/06/2018,junio,martes,22:00:00,18:00 -23:59,HUILA,NEIVA,MANSIONES DEL NORTE(E/C,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Vecino
Sin dato,Masculino,38,36-40,Bachillerato,Conductores de vehículos de motor,Sin dato,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,26/06/2018,junio,martes,20:50:00,18:00 -23:59,HUILA,NEIVA,ENRIQUE OLAYA HERRERA,Comuna 10,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,30,25-30,Bachillerato,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Separado (a),Sin dato,26/06/2018,junio,martes,22:30:00,18:00 -23:59,HUILA,NEIVA,SAN VICENTE DE PAUL,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,19,18-19,Bachillerato,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,26/06/2018,junio,martes,23:00:00,18:00 -23:59,HUILA,NEIVA,AVENIDA CIRCUNVALAR,Comuna 4,Cabecera municipal,Hurto,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Masculino,37,36-40,Bachillerato,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,26/06/2018,junio,martes,22:30:00,18:00 -23:59,HUILA,NEIVA,EL BOSQUE,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Vecino
